hFZFjoX2cGg,1220.918982,1299.401,12016
l06PlYNShpQ,42.505849,52.942778,11656
RTTiQeXXrhI,609.598082,653.632625,11312
ipFJGZOHN_o,174.548025,213.534874,11168
vDiKW23-9Ek,221.088913,265.171279,11160
S1opkMO1w4U,990.855524,1099.733132,11130
miHJn0joMkU,171.8,202.124027,11073
mLsoJkQb0Cs,32.327101,44.160276,11018
Lr_MHVdAHn4,225.199717,257.461854,10839
QDpsVVJXYAs,246.636756,293.071674,10782
fd4QZbw58fU,274.311925,284.68095,10763
vvdCgJ-7EIM,228.634225,274.621032,10594
af6pKbdKugQ,213.942759,270.477832,10566
LWJPn-xMu0s,2105.823704,2309.023048,10492
OfI-XpYAqM0,2209.225333,2271.986225,10482
0sxFWAiKnHg,2252.488746,2507.447919,10426
csFwlKgZCzM,66.548034,96.379847,10372
dhXxCoX0bso,87.518937,118.447955,10368
dHX4V1_LGnQ,887.880293,915.201,10348
--Lb0Jd5nz8,154.841164,172.71,10343
K10s2eK5MRc,1302.907246,1338.001,10338
H5BN_Y7fF2I,94.949626,120.241919,10318
kmQdZ79RFuc,462.358014,476.207814,10311
5UgEXod2RSY,1114.985794,1248.021,10294
Aao7DstTSak,78.69174,100.718398,10269
xH1X1N1P4DY,1329.705628,1357.001,10263
h3cX86uLtqI,0.0,15.804428,10258
zNjKBmxK-OE,744.070659,778.074105,10241
6_s2mCrq724,185.559404,217.343834,10200
ERbw3-dhlS8,745.116016,878.141,10185
JGOSDFxaQZY,1112.603649,1149.321,10169
JQ5hUaOu2u0,0.0,7.361874,10156
3-8E1ThMF2c,1048.159071,1181.181,10143
DTsWajD9418,74.647442,103.718535,10141
6-plAG1O0iQ,0.0,3.358961,10109
VSrLG1zPr2g,1217.986128,1291.733901,10093
vXI9pyhop8Q,20.571702,60.439345,10090
Ngy9TIbREJE,70.31773,82.021104,10085
L9VysWRHPdI,67.043954,86.0,10080
ohu-t49IbBI,0.0,14.283391,10070
tOq6Deqc-N0,84.851858,128.927152,10067
5HBs0fQ2jAg,91.68,100.01266,10061
4-BCsEAppiE,0.0,2.999377,10049
ZFLiKClKKhs,48.15094,63.722141,10038
JezVlLdQ2Qc,40.940255,54.393581,10037
zqBSJSAmCHQ,73.434818,138.711235,10035
7LKy3lrkTRA,0.0,20.380603,10033
jQwgKiE_63g,44.836362,57.510275,10033
FbekKEVPYb8,86.909361,140.087984,10026
0FdArjNTurE,47.356739,60.500236,10019
BHiWygziyso,1327.022372,1398.79484,10019
U-pZ1taV76U,44.652375,54.925469,10019
Q2aaCDNjWEg,1059.4,1141.099137,10014
v-ajyq_DeDA,275.163,316.959,10014
EZc1oQIqKL4,350.42,407.137641,10013
Perqf0dOGLk,41.8552,46.837837,10013
mxsBZgHM7CE,34.439968,63.847,10013
PZ7SevBiT5s,17.337535,23.947142,10012
TCMKqA3lCJg,841.521005,882.241819,10012
a_BKQ_ZPImw,0.0,7.880085,10012
0SIIRGgWVb8,897.27734,1016.714579,10010
2r3sTYmVrnA,42.351611,79.447487,10010
7CqjtCAfhXE,21.112036,48.111972,10010
_B25PsJ1rwM,52.643002,72.155383,10010
ylj4_4k-QI4,0.0,97.784723,10010
1Y3LRg9BakE,562.298729,668.369453,10009
BUTBC0pTl1I,276.4,323.898234,10009
Ll9vSi0-kVE,212.656989,348.323388,10009
cqshaJTI8FQ,43.103964,117.646139,10009
wR2tOLShFmY,864.617041,990.054281,10009
GmkP_3WO49c,311.137911,358.868087,10008
ZnPCXu9Gd2Y,21.75753,84.814011,10008
a_WXmSzSHeo,0.0,5.944494,10008
nFI5ntSuTT8,102.97862,139.233114,10008
ntXj6EJgh0c,22.445572,50.141072,10008
1Miqn-fqArA,38.356306,42.029458,10007
3Fz9ZxZcMVY,0.0,2.788717,10007
JHqYAC4X4cA,31.529957,65.369135,10007
LOU9Ea60Zzc,2095.106112,2112.996855,10007
Lo6J-BwefMU,18.854238,40.579054,10007
gi-mcB80gvg,0.0,2.020179,10007
keMiJNHCyD8,63.618603,86.268456,10007
rOCKjaYaYhg,181.116593,245.448556,10007
tXDtJFFNXUg,0.0,4.636459,10007
weSdTHTEpfc,315.781404,364.022697,10007
-6Xn4nKm-Qw,338.387829,397.162679,10006
3lAOEHBlAa0,0.0,19.242227,10006
5NM_WBI9UBE,199.469354,254.064571,10006
9Ujsr9lFkEo,0.0,10.057495,10006
B4uI4_KSYZw,46.413863,73.105494,10006
CKVhyOZaUcU,33.912163,55.846052,10006
DEXEKq7qTlA,15.727182,22.208886,10006
FxRZhQMdWG8,0.0,1.9,10006
HQpop14kpLo,330.14801,372.897255,10006
JJeQIXBdVuk,422.166799,526.04773,10006
O9DDOZ-Ve5o,796.894023,898.439068,10006
RVT5i4nhIGs,5.515666,9.241311,10006
VXG3Xozi2qc,0.0,8.217703,10006
fkXJ5fpjamQ,33.548043,64.521471,10006
lnWs5I95MH4,244.94796,315.605722,10006
lwm8Cn6eIps,109.258517,166.85,10006
myO8fxhDRW0,747.582811,822.301,10006
w6TPRxjuHJw,0.0,13.18,10006
y24I91gNiTU,215.146132,269.9,10006
49Z6Mv4_WCA,211.544918,318.974341,10005
PTs1gHqvcjs,69.265405,113.664507,10005
PuX5Qep5d-I,345.697317,398.041,10005
SNbEqj6_yGQ,629.864735,694.791656,10005
T29O-MhYALw,284.912051,339.082675,10005
THMukcOzB8g,38.25,65.480988,10005
UYEyhB0AGlw,1133.095826,1195.145203,10005
cUkQlcNeiYM,22.948975,120.81317,10005
o0_SlQP49Yc,445.741163,454.364942,10005
uH6-GQ1qFH0,59.838118,63.548411,10005
umFsH-ykZWQ,60.043286,111.05838,10005
zuiBeaY8Du8,13.184377,38.721243,10005
0eNfAW1n_-c,53.56317,118.828309,10004
3heu6kcbWBA,46.964965,83.731574,10004
5fOpaPPCUDA,24.448107,63.784302,10004
69oBeZAsERM,0.0,55.694932,10004
77An0t_LRyc,351.416324,425.433339,10004
7cWWYue45Vs,468.407822,508.678468,10004
Cucs-ZLzp_E,213.660104,244.221251,10004
KIjEJF17aQg,5.837698,40.931317,10004
MPLBl16uHO0,27.9,115.18469,10004
UFT9eCQxBKI,120.1,156.1,10004
UKFYcs-FSa0,0.0,8.822673,10004
WigjD2CZAJE,41.6,57.818154,10004
Y3F3XP2iu4U,37.408848,99.375943,10004
f-DKXTC_6K8,0.0,4.123914,10004
fE9BqmJrrW0,366.22608,416.619852,10004
n5epdtzmx4w,18.698759,21.150557,10004
p7trBhlgKKk,552.942049,656.796875,10004
pdR3x-Wg4Uo,18.349531,43.982105,10004
tC9TSkxnYqQ,31.488902,96.546515,10004
2RHtN8F_d9Q,58.821358,81.714725,10003
3UZzu4UQLcI,350.427851,400.354605,10003
5JJn0uAQ6wE,237.160284,287.259487,10003
61Qzakiz2wQ,93.941874,168.510742,10003
8JnhKx9-hmo,111.544442,163.601363,10003
DkdokuYtsZ8,34.444251,41.667074,10003
G2MDVXPDNOM,0.0,3.168662,10003
GN0CSQDui1A,58.461651,147.177044,10003
GxIR6fwkH9o,0.0,217.234507,10003
Im5zHZV37rU,34.42,80.72,10003
J44svaQc5WY,323.4,385.971827,10003
QlTf5X0MKbg,1340.841057,1443.711231,10003
RDsRFpVp0kk,590.701241,644.951068,10003
TjSXYla9H5c,0.0,3.598995,10003
U_PMnCpaJiQ,0.0,2.213873,10003
WxEC43raj4Y,103.696304,175.562247,10003
c3dggnkaEs8,18.531228,39.525682,10003
hzsuYrptwKk,0.0,12.000651,10003
nX3W7Sx4l78,5.66589,42.940601,10003
oQldDrbJa94,107.465921,150.635139,10003
psrybC0Y6rE,40.155497,66.59428,10003
qaHUAFiQ7Ek,0.0,2.734311,10003
qeZMKgKJLX4,302.194402,358.1,10003
r1QBJwTaXyE,18.317365,23.61242,10003
vBb6ePKwFQg,535.459437,578.982583,10003
0UP5vxN24P0,0.0,65.53084,10002
20TEN5hYBQY,162.760526,206.57049,10002
4dtCiruErIQ,200.404901,273.876503,10002
4lYh65NNImQ,75.40725,153.344284,10002
6ezl7KNaRE4,129.27,181.351547,10002
9KeQX5yFXz4,0.0,3.213145,10002
Bp1mvb_pom8,102.048255,169.562566,10002
FP29gIXMyfM,15.171482,18.53457,10002
GOWn1WSYhVQ,1088.988453,1113.02215,10002
GpWQHFzrEqc,425.10198,472.218056,10002
HHW2B9uzeGM,0.0,82.284785,10002
ICr6xi9wA94,269.614679,319.53927,10002
IXrTtL3Wcr8,537.751269,580.623381,10002
KTDZpYkEonY,107.629324,126.689099,10002
O6waiEeXDGo,810.446028,878.474224,10002
PPGaXEn_zM4,189.478801,225.428882,10002
QOTZyhxO_yk,39.027078,61.299745,10002
RbxF-s5dvCQ,13.917886,20.735211,10002
RkUczS59rv8,0.0,2.855936,10002
Rkyhd3_9s-M,23.984061,51.992725,10002
TAAEi4pFryU,75.573705,153.420862,10002
VB5qItAE64A,67.293455,138.186418,10002
W8xcHrKoT90,30.088807,102.497859,10002
WpZmP4ZynSY,0.0,106.082125,10002
XLRWgeGbT_w,0.0,3.292538,10002
XsMNu0gWlZw,45.581905,78.774028,10002
_HRtiDewS70,19.600225,84.083717,10002
aVpOXN1901Y,220.554828,273.601041,10002
beSdMOsTpBw,0.0,120.502075,10002
cFBRawYov00,38.217774,45.647026,10002
fkYegZy0VFY,64.737453,139.935381,10002
g4FI8YTmhZU,790.3,857.311128,10002
gmfTxtFfaXc,39.031453,146.927454,10002
gzHjKUrwbFU,0.0,2.105249,10002
h22jsXGqNiY,45.744674,109.103397,10002
lLAl_f-Xdiw,33.499993,97.135032,10002
m3WvQ8EGQho,602.404351,662.326005,10002
oPrD0nWqzdA,60.508276,113.452591,10002
r3bwYFu_p7k,0.0,15.353793,10002
sgUfWsWzqq8,61.859313,125.744103,10002
tpQ4APakufM,89.387351,169.156152,10002
vePc5V4h_kg,976.379583,1047.050485,10002
xNx3JxRhnZE,756.121516,815.56636,10002
xwDZfB9lCMM,63.20993,161.097648,10002
09JlQLSOWbI,1703.738583,1827.895949,10001
0jUh19MUOkY,0.0,5.359802,10001
2EX15mn5rlM,32.744953,96.912035,10001
3bLfMWPNTLs,62.220842,111.375,10001
5reDTbBwwqo,778.28,829.721,10001
6Kc8ZRgPtvU,0.0,87.005439,10001
7czq5A30byE,17.65032,79.684776,10001
7gvfDB5_cz4,0.0,5.958948,10001
8ckC-pfMVZc,0.0,2.34312,10001
98xT2LAorCk,286.635875,375.930227,10001
9KmehkgMH-Y,0.0,9.139246,10001
9ztr3zjWMBk,0.0,8.471192,10001
AC4vkH8PlUg,17.036605,63.307461,10001
BwEZaMBBgFQ,46.582872,134.570281,10001
Cs1qdGMP5os,21.516702,63.746969,10001
E5g6zkG6s1w,43.798244,181.020157,10001
EbkD6jDh_3c,9.65552,71.809427,10001
FDLUEZX4v8A,783.076037,884.643782,10001
FT5VK5YPTkc,2.02,14.6,10001
GB7Cezd7HfU,6.52915,86.497265,10001
Gt-L_gm5B2Q,28.513318,94.836432,10001
HPPsMyy1HBc,28.907618,64.89955,10001
HZ0egry_yXE,18.249577,74.6,10001
ITX-pgZ_GDY,0.0,118.330257,10001
Ib3c4u5Jd54,0.0,20.677111,10001
JtSAciUtyhE,215.831143,223.15,10001
K8hLXJUQFoc,303.107662,322.242693,10001
KI1D86OGqRQ,152.254026,188.796372,10001
KTenfz_pl1o,30.849304,175.972404,10001
KvfatwoWz7I,81.382359,179.144033,10001
Lh1S7vWoh-A,0.0,8.486448,10001
OSurn7YvpGk,9.202389,13.497056,10001
QTJ_mn1Q_l8,17.93,33.837682,10001
RGZK_M_3Gus,0.0,90.548307,10001
S5-mnXRsYpU,583.923398,599.608954,10001
UZzYoOdIXoQ,1076.202291,1146.2693,10001
Xaw9f1ujDnA,825.485273,929.779609,10001
YCur6ir6wmw,293.214678,347.381,10001
YUmt-5yNPdY,396.054646,435.021326,10001
ZpGw-mMK3NQ,0.0,3.695918,10001
_O_WxvNLKcg,0.0,3.427692,10001
a0NbW2BrNYs,67.7,145.9,10001
cFpXpDr44cY,0.0,12.038527,10001
cV2DUS0Xs5U,64.594197,192.18683,10001
c_iu7o_a47k,7.274212,12.561892,10001
dXOeWXqydxI,17.829667,101.880953,10001
edFkqXjJ_fg,103.39476,179.557337,10001
f-1BswuK6-8,19.545709,60.363981,10001
gKi908jvW-I,0.0,3.935128,10001
gQvxZSLiPYk,6.36415,26.674674,10001
ggicq81Ii-0,28.040556,93.375174,10001
h40S3npNWu0,63.815,132.55,10001
hSCeUlYAJg0,19.893234,75.03638,10001
k1LKEUbEXJI,0.0,91.854768,10001
kvVP16dxrwk,1272.4,1296.45,10001
nzg-XefXS6E,67.897124,120.219099,10001
oAWH6z8CztM,49.799557,184.272233,10001
obJ84Mf0fjA,24.15007,108.118731,10001
oi2GC95Deck,0.0,3.248598,10001
rLSm2RSpVKI,580.642095,641.221,10001
rLnntkKfyko,252.57258,326.79,10001
rmW1evMMMMY,477.374916,539.776121,10001
shDgBHUXnr8,216.665246,285.81347,10001
t177A_AoZQs,221.869442,285.325525,10001
t1eQLsJIHsw,17.960267,119.65175,10001
tDLIZBOzG1w,20.689913,23.694892,10001
u6jlkP6Qxxs,629.246551,755.66626,10001
uQQxZ5ABB-g,0.0,4.5,10001
yXlyGwnL_34,1208.050205,1232.125327,10001
